#GENE	STR-M-XDP3
2200002D01Rik	1
2200002J24Rik	0
2200007N16Rik	0
2210009P08Rik	0
2210010C04Rik	0
2210011K15Rik	0
2210016F16Rik	255
2210016L21Rik	1991
2210017I01Rik	0
2210020O09Rik	0
2210039B01Rik	0
2210404E10Rik	0
2210406H18Rik	0
2210406O10Rik	33
2210407C18Rik	0
2210408F21Rik	115
2210408I21Rik	324
2210409D07Rik	0
2210409E12Rik	0
2210411M09Rik	0
2210412B16Rik	0
2210414B05Rik	0
2210414F02Rik	0
2210417A02Rik	0
2210418O10Rik	0
2210420H20Rik	0
2300002M23Rik	0
2300003K06Rik	0
2300009A05Rik	155
2310001H17Rik	2
2310001K20Rik	0
2310001K24Rik	2
2310002D06Rik	0
2310002F09Rik	9
2310002L09Rik	1
2310003L06Rik	0
2310003N18Rik	0
2310005A03Rik	0
2310005E17Rik	0
2310008N11Rik	1
2310009B15Rik	145
2310010J17Rik	26
2310011J03Rik	744
2310014F06Rik	12
2310015A10Rik	176
2310015A16Rik	0
2310015D24Rik	0
2310015K22Rik	0
2310016D03Rik	0
2310016D23Rik	0
2310016G11Rik	2
2310020H05Rik	0
2310022A10Rik	477
2310022B05Rik	1876
2310026I22Rik	1
2310026L22Rik	0
2310030A07Rik	0
2310030G06Rik	36
2310033P09Rik	304
2310034C09Rik	0
2310034G01Rik	21
2310034O05Rik	0
2310039H08Rik	98
2310039L15Rik	0
2310040G07Rik	5
2310040G24Rik	16
2310043L19Rik	0
2310043M15Rik	1
2310043O21Rik	0
2310043P16Rik	13
2310044K18Rik	0
2310046K23Rik	0
2310047D07Rik	3
2310050C09Rik	0
2310057J18Rik	0
2310057M21Rik	473
2310057N15Rik	0
2310058D17Rik	32
2310061I04Rik	806
2310061N02Rik	0
2310065F04Rik	0
2310067P03Rik	0
2310068J16Rik	2
2310069B03Rik	0
2310074N15Rik	6
2310075C17Rik	11
2310079G19Rik	0
2310081O03Rik	3
2400006E01Rik	0
2410002F23Rik	1122
2410003I16Rik	0
2410003L11Rik	3
2410004B18Rik	552
2410004I01Rik	7
2410004P03Rik	205
2410006H16Rik	483
2410012E07Rik	0
2410017I17Rik	0
2410018L13Rik	39
2410021H03Rik	0
2410022M11Rik	47
2410024N13Rik	0
2410080I02Rik	7
2410124H12Rik	7
2410131K14Rik	1041
2410137M14Rik	0
2410141K09Rik	0
2410152P15Rik	0
2500002B13Rik	12
2500004C02Rik	177
2510002D24Rik	199
2510009E07Rik	3787
2510016D11Rik	13
2510017J16Rik	0
2510039O18Rik	557
2510046G10Rik	19
2600002D14Rik	0
2600006K01Rik	14
2600014E21Rik	2
2610001A08Rik	0
2610001J05Rik	876
2610002M06Rik	2395
2610005L07Rik	52
2610008E11Rik	536
2610011E03Rik	0
2610012C04Rik	0
2610016A17Rik	0
2610017A05Rik	2
2610020C07Rik	26
2610021A01Rik	463
2610024D14Rik	0
2610027F03Rik	0
2610027K06Rik	0
2610028D06Rik	0
2610028E06Rik	90
2610028H24Rik	7
2610034O05Rik	0
2610035D17Rik	311
2610035F20Rik	4
2610037D02Rik	11
2610042L04Rik	4
2610044O15Rik8	421
2610105M22Rik	0
2610203C22Rik	17
2610204G07Rik	0
2610206C17Rik	0
2610300A13Rik	0
2610300M13Rik	0
2610301B20Rik	956
2610303G11Rik	0
2610306M01Rik	133
2610306O10Rik	0
2610307P16Rik	15
2610316D01Rik	101
2610318M16Rik	0
2610318N02Rik	8
2610507B11Rik	9973
2610507I01Rik	101
2610509F24Rik	0
2610528A11Rik	15
2610528J11Rik	1
2700029L08Rik	0
2700033N17Rik	40
2700038G22Rik	4
2700046A07Rik	8
2700046G09Rik	81
2700049A03Rik	142
2700054A10Rik	38
2700062C07Rik	246
2700068H02Rik	4
2700069I18Rik	9
2700078F05Rik	0
2700080J24Rik	0
2700081O15Rik	983
2700089I24Rik	1
2700097O09Rik	61
2700099C18Rik	9
2810001G20Rik	248
2810002D19Rik	100
2810004N23Rik	662
2810006K23Rik	327
2810013P06Rik	330
2810021J22Rik	269
2810025M15Rik	260
2810029C07Rik	169
2810030D12Rik	0
2810032G03Rik	302
2810039B14Rik	21
2810047C21Rik1	1
2810049E08Rik	21
2810402E24Rik	59
2810403D21Rik	34
2810403G07Rik	0
2810404F17Rik	0
2810404M03Rik	1
2810405F15Rik	8
2810405F17Rik	6
2810407A14Rik	45
2810408A11Rik	7
2810408I11Rik	10
2810410L24Rik	90
2810414N06Rik	54
2810428J06Rik	6
2810429I04Rik	50
2810430I11Rik	0
2810432F15Rik	0
2810433D01Rik	1
2810442N19Rik	0
2810454H06Rik	2
2810455O05Rik	157
2810457G06Rik	9
2810459M11Rik	382
2810471M01Rik	0
2900002M20Rik	0
2900005J15Rik	1
2900009J06Rik	28
2900018N21Rik	0
2900022M07Rik	2
2900024D18Rik	0
2900026A02Rik	980
2900027M19Rik	0
2900035J10Rik	0
2900037B21Rik	1
2900040C04Rik	1
2900041M22Rik	16
2900042G08Rik	0
2900042K21Rik	1
2900045O20Rik	15
2900052L18Rik	22
2900052N01Rik	456
2900057B20Rik	0
2900060B14Rik	4
2900060N12Rik	35
2900064F13Rik	151
2900064K03Rik	0
2900069G24Rik	0
2900072N19Rik	3
2900076A07Rik	48
2900076G11Rik	4
2900078I11Rik	0
2900079G21Rik	145
2900089D17Rik	11
2900092C05Rik	0
2900092N22Rik	0
2900092O11Rik	1
2900093K20Rik	35
2900097C17Rik	14513
3000002C10Rik	26
3010001F23Rik	19
3010003L21Rik	5
3100003L05Rik	3
3110001I22Rik	41
3110004A20Rik	0
3110006O06Rik	4
3110009E18Rik	39
3110009F21Rik	2
3110009M11Rik	1
3110015C05Rik	0
3110018I06Rik	0
3110021N24Rik	3
3110031N09Rik	0
3110039M20Rik	82
3110040M04Rik	0
3110040N11Rik	223
3110043J17Rik	0
3110045C21Rik	13
3110053B16Rik	89
3110056K07Rik	90
3110062G12Rik	0
3110067C02Rik	2
3110070M22Rik	30
3110080E11Rik	0
3110080O07Rik	0
3110082I17Rik	85
3110082J24Rik	33
3110083C13Rik	3
3110099E03Rik	8
3200001D21Rik	0
3222401L13Rik	15
3300002A11Rik	37
3300002I08Rik	51
3300002P13Rik	7
3300005D01Rik	1
3425401B19Rik	5
3632454L22Rik	20
3732407C23Rik	0
3830403N18Rik	6
3830406C13Rik	421
3830408C21Rik	71
3830417A13Rik	0
3830422I06Rik	1
3830432H09Rik	1
3930402G23Rik	3
4430402I18Rik	60
4631405J19Rik	0
4631422I05Rik	0
4632404H12Rik	224
4632404M16Rik	0
4632411P08Rik	17
4632415L05Rik	929
4632418H02Rik	0
4632427E13Rik	8
4632428C04Rik	48
4632432E15Rik	0
4632433K11Rik	0
4633401B06Rik	0
4731419I09Rik	0
4732414G09Rik	11
4732416N19Rik	16
4732419C18Rik	1
4732440D04Rik	12
4732463B04Rik	6
4732465J04Rik	0
4732471J01Rik	63
4732487G21Rik	0
4732490B19Rik	0
4732491K20Rik	55
4732496C06Rik	49
4831440D22Rik	0
4833403J16Rik	5
4833404L02Rik	0
4833405L11Rik	0
4833407H14Rik	0
4833408A19Rik	10
4833411C07Rik	2
4833412C05Rik	4
4833412C15Rik	0
4833412K13Rik	5
4833413E03Rik	0
4833413G10Rik	82
4833415N18Rik	149
4833417C18Rik	4
4833418N02Rik	36
4833418N17Rik	0
4833419F23Rik	1
4833419O12Rik	0
4833420G17Rik	516
4833421G17Rik	0
4833421K07Rik	1
4833422C13Rik	30
4833422M21Rik	2
4833427F10Rik	0
4833427G06Rik	17
4833428L15Rik	5
4833438C02Rik	28
4833439L19Rik	4949
4833445I07Rik	52
4921501I09Rik	0
4921504A21Rik	19
4921504E06Rik	0
4921507G05Rik	0
4921507P07Rik	18
4921508D12Rik	2
4921508M14Rik	0
4921509A06Rik	0
4921509C19Rik	2
4921509O07Rik	0
4921511C10Rik	0
4921511C20Rik	0
4921511E07Rik	0
4921511I17Rik	0
4921513H07Rik	0
4921513I03Rik	0
4921513I08Rik	0
4921514A10Rik	1
4921515E04Rik	0
4921515L22Rik	0
4921516A02Rik	7
4921517D16Rik	0
4921517D22Rik	0
4921518K17Rik	0
4921520N01Rik	0
4921521D15Rik	0
4921522A10Rik	0
4921522P10Rik	0
4921523L03Rik	1
4921524J17Rik	275
4921524L21Rik	0
4921525O09Rik	113
4921527H02Rik	0
4921528I07Rik	0
4921529L05Rik	1
4921531C22Rik	65
4921531P14Rik	0
4921533I20Rik	0
4921534A09Rik	0
4921534H16Rik	0
4921536K21Rik	34
4921539E11Rik	0
4921539H07Rik	1
4922502N22Rik	0
4930401A07Rik	0
4930401C15Rik	0
4930401G09Rik	0
4930401O10Rik	0
4930401O12Rik	0
4930402C01Rik	0
4930402D18Rik	0
4930402F06Rik	0
4930402F11Rik	0
4930402H05Rik	0
4930402H24Rik	2515
4930402K13Rik	0
4930403D09Rik	0
4930403O18Rik	0
4930403P22Rik	0
4930404A05Rik	0
4930404A12Rik	1
4930404H11Rik	0
4930404H24Rik	0
4930404I05Rik	0
4930404I20Rik	0
4930404K13Rik	0
4930404N11Rik	3
4930404O17Rik	0
4930405A10Rik	0
4930405A21Rik	17
4930405D01Rik	0
4930405D11Rik	0
4930405G09Rik	0
4930405H06Rik	0
4930405J17Rik	0
4930405L22Rik	0
4930405N21Rik	0
4930405O22Rik	0
4930406D18Rik	1
4930407G08Rik	0
4930407I10Rik	0
4930407I19Rik	0
4930408K08Rik	0
4930408O17Rik	5
4930412B13Rik	0
4930412C18Rik	54
4930412E21Rik	0
4930412F09Rik	0
4930412F12Rik	4
4930412L05Rik	5
4930412M03Rik	1
4930412O13Rik	0
4930413E15Rik	0
4930413F20Rik	3
4930413G21Rik	1
4930414F18Rik	0
4930414N06Rik	0
4930415C11Rik	0
4930415H17Rik	0
4930415L06Rik	0
4930415O11Rik	0
4930415O20Rik	0
4930415P13Rik	0
4930417H01Rik	2
4930417O13Rik	11
4930417O22Rik	0
4930419G24Rik	0
4930420G21Rik	0
4930420N18Rik	0
4930421C12Rik	0
4930421P07Rik	0
4930422C21Rik	0
4930422I22Rik	0
4930422M22Rik	0
4930423C22Rik	0
4930423D22Rik	6
4930423D24Rik	0
4930423M02Rik	0
4930425K10Rik	0
4930425K24Rik	0
4930425L21Rik	0
4930425O10Rik	3
4930425P05Rik	0
4930426D05Rik	5
4930426I24Rik	0
4930426L09Rik	14
4930428D20Rik	0
4930428E07Rik	0
4930428N03Rik	0
4930428O21Rik	0
4930429C20Rik	0
4930429D17Rik	1
4930429F24Rik	1
4930429H19Rik	1
4930429P21Rik	0
4930430E12Rik	0
4930430F08Rik	417
4930430F21Rik	0
4930430O22Rik	0
4930431F10Rik	0
4930431F12Rik	0
4930431L21Rik	0
4930431P03Rik	0
4930431P19Rik	28
4930431P22Rik	3
4930432B10Rik	5
4930432E11Rik	2
4930432H08Rik	0
4930432J09Rik	2
4930432K21Rik	29
4930432L08Rik	1
4930432M17Rik	0
4930432O09Rik	0
4930433B08Rik	0
4930433E05Rik	0
4930433I11Rik	0
4930433J02Rik	0
4930433N12Rik	0
4930434B07Rik	0
4930434F21Rik	0
4930434J06Rik	0
4930434O05Rik	0
4930435C17Rik	0
4930435F18Rik	0
4930435M08Rik	0
4930435N07Rik	0
4930437M23Rik	0
4930438A08Rik	0
4930438E09Rik	0
4930439A04Rik	0
4930439D14Rik	0
4930440C22Rik	0
4930440I19Rik	0
4930441H08Rik	0
4930441J16Rik	0
4930442G10Rik	0
4930442G15Rik	0
4930442H23Rik	0
4930442J19Rik	0
4930442L01Rik	0
4930442P19Rik	0
4930443G03Rik	0
4930443O20Rik	0
4930444A19Rik	3
4930444E06Rik	0
4930444F02Rik	0
4930444G20Rik	0
4930444K16Rik	0
4930444P10Rik	8
4930445B16Rik	0
4930445E18Rik	0
4930445N06Rik	4
4930445N08Rik	0
4930445N18Rik	0
4930447A16Rik	0
4930447C04Rik	21
4930447C11Rik	0
4930447F04Rik	0
4930447F24Rik	0
4930447J18Rik	0
4930447K03Rik	5
4930447M23Rik	58
4930447N08Rik	1
4930448A20Rik	0
4930448C13Rik	0
4930448D08Rik	0
4930448E22Rik	5
4930448F12Rik	0
4930448H16Rik	0
4930448I06Rik	0
4930448I18Rik	0
4930448K20Rik	0
4930449A18Rik	0
4930449C09Rik	0
4930449E01Rik	2
4930449E18Rik	0
4930449I04Rik	2
4930449I24Rik	0
4930451E10Rik	1
4930451G09Rik	156
4930451I11Rik	0
4930452A19Rik	0
4930452B06Rik	388
4930452G13Rik	18
4930452L12Rik	0
4930452N14Rik	0
4930453C13Rik	0
4930453H23Rik	0
4930453L07Rik	0
4930453N24Rik	586
4930453O03Rik	0
4930455B14Rik	2
4930455C13Rik	0
4930455G09Rik	2
